web-scraper-order,web-scraper-start-url,single,single-href,title,price_2,manufacturer,model_name,screen_size,display_resolution,cpu_model,processor,graphics_copressor,ram,storage,operating_system,weight,num_processors,processor_brand
1715967383-187,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Expertbook B5 B5602CVA-P73-CB Business Laptop 16"" 16:10 WUXGA, Intel Core i7-1360P Vpro Essentials, 16GB DDR5 RAM, 1TB PCIE G4 SSD + TPM, WiFi 6E, Windows 11 Pro, Black. Bilingual KB",https://www.amazon.ca/ASUS-Expertbook-B5602CVA-P73-CB-Business-Laptop/dp/B0CGK5RN8W/ref=sr_1_60?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk&dib_tag=se&keywords=asus+laptop&qid=1715967301&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-60&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS Expertbook B5 B5602CVA-P73-CB Business Laptop 16"" 16:10 WUXGA, Intel Core i7-1360P Vpro Essentials, 16GB DDR5 RAM, 1TB PCIE G4 SSD + TPM, WiFi 6E, Windows 11 Pro, Black. Bilingual KB","1,528.00",ASUS,Asus B5 Series,_16 Inches,_1920 x 1200 pixels,Core i7,_2.2 core_i7,_Integrated,_DDR5,_1 TB SSD,_Windows 11 Pro,_53.4 x 32.4 x 7.4 cm; 1.7 kg,_1,_Intel
1715967395-190,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Chromebook C425 Laptop- 14"" Full HD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Chrome OS, C425TA-DH384 Silver",https://www.amazon.ca/Asus-Chromebook-Clamshell-Processor-C425TA-DH384/dp/B07VT254P6/ref=sr_1_57?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk&dib_tag=se&keywords=asus+laptop&qid=1715967301&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-57,"ASUS Chromebook C425 Laptop- 14"" Full HD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Chrome OS, C425TA-DH384 Silver",288,ASUS,Chromebook C425,_14 Inches,_1920 x 1080 pixels,,_1.1 GHz,_Integrated,_8 GB DDR3L,_64 GB Embedded MultiMediaCard,_Chrome OS,,_2,_Intel
1715967408-193,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ExpertBook B1 Business Laptop, B1502CVA-P71-CA 15.6Ó FHD Display, Intel¨ Coreª i7-1355U Processor, 16GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black",https://www.amazon.ca/ASUS-ExpertBook-B1502CVA-P71-CA-Processor-Fingerprint/dp/B0CGKGRFHR/ref=sr_1_54?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk&dib_tag=se&keywords=asus+laptop&qid=1715967301&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-54&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS ExpertBook B1 Business Laptop, B1502CVA-P71-CA 15.6Ó FHD Display, Intel¨ Coreª i7-1355U Processor, 16GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black","1,199.00",ASUS,Asus B1 Series,_15.6 Inches,_1920 x 1080 pixels,Core i7,_1.8 core_i7,_Integrated,_16 GB DDR4,_1 TB SSD,_Windows 11 Pro,_46 x 29.6 x 6.4 cm; 1.69 kg,_1,_Intel
1715967411-194,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook X1402ZA Laptop 2023-14"" 1920x1800 Intel Iris Xe Graphics - Intel Core i7-1260P 12 Cores - 24GB DDR4 1TB NVMe SSD - Backlit Keyboard Fingerprint Wi-Fi 6- Win11 TLG 32GB USB",https://www.amazon.ca/ASUS-Vivobook-X1402ZA-1920x1800-Graphics/dp/B0CJDRNY5G/ref=sr_1_53?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk&dib_tag=se&keywords=asus+laptop&qid=1715967301&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-53&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS Vivobook X1402ZA Laptop 2023-14"" 1920x1800 Intel Iris Xe Graphics - Intel Core i7-1260P 12 Cores - 24GB DDR4 1TB NVMe SSD - Backlit Keyboard Fingerprint Wi-Fi 6- Win11 TLG 32GB USB","1,294.00",ASUS,Vivobook X1402ZA,_14 Inches,_1920 x 1080 pixels,Core i7 Family,_3.2 GHz core_i7_family,_Integrated,_24 GB DDR4,_1 TB SSD,_Windows 11 Home,,_12,_Intel
1715967419-196,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 14"" FHD Business Laptop, Intel Core i5-1235U, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Fingerprint Sensor, HD Camera, WiFi 6, Win 11 Pro, Blue, 32GB USB Card",https://www.amazon.ca/ASUS-Vivobook-14-Business-Fingerprint/dp/B0CMLGYWYW/ref=sr_1_51?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk&dib_tag=se&keywords=asus+laptop&qid=1715967301&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-51&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS Vivobook 14"" FHD Business Laptop, Intel Core i5-1235U, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Fingerprint Sensor, HD Camera, WiFi 6, Win 11 Pro, Blue, 32GB USB Card",819,ASUS,VivoBook,_14 Inches,_1920 x 1080 pixel,Core i5,_1.3 GHz core_i5,_Integrated,_16 GB DDR4,_512 GB SSD,_Windows 11 Pro,_45.2 x 27.2 x 6.4 cm; 2.24 kg,_10,_Intel
1715967423-197,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook 15 15.6"" FHD Laptop, Intel Core i5-1240P, 16GB RAM, 2TB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, HDMI, Win 11 Home, Blue, 32GB Hotface USB Card",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0OTM0MjIyNzk5ODA0MTI0OjE3MTU5NjczMDE6c3BfYXRmX25leHQ6MzAwMTQ5MjU3NDg3MTAyOjowOjo&url=%2FASUS-VivoBook-15-i5-1240P-Graphics%2Fdp%2FB0CP6ZDWBH%2Fref%3Dsr_1_50_sspa%3Fcrid%3D3O3RPD3IB6I8K%26dib%3DeyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk%26dib_tag%3Dse%26keywords%3Dasus%2Blaptop%26qid%3D1715967301%26refinements%3Dp_89%253AAsus%252Cp_n_condition-type%253A11192164011%26rnid%3D11192162011%26s%3Delectronics%26sprefix%3Dasus%2Blaptop%252Celectronics%252C104%26sr%3D1-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"ASUS VivoBook 15 15.6"" FHD Laptop, Intel Core i5-1240P, 16GB RAM, 2TB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, HDMI, Win 11 Home, Blue, 32GB Hotface USB Card","1,129.00",ASUS,,_15.6 Inches,_1920 x 1080 pixels,Core i5,_1.7 GHz core_i5,_Integrated,_16 GB DDR4,_2 TB SSD,_Windows 11 Home,_35.96 x 23.24 x 1.98 cm; 1.71 kg,_12,_Intel
1715967427-198,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=3&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 16 16'' FHD Business Laptop, AMD R7-5800HS Processor, 64GB RAM, 2TB PCIe SSD, AMD Radeon Graphics, 720p HD Camera, Win 11, Blue, 32GB Hotface USB Card",https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTo0OTM0MjIyNzk5ODA0MTI0OjE3MTU5NjczMDE6c3BfYXRmX25leHQ6MzAwMTU4NzYwNDU2MTAyOjowOjo&url=%2FASUS-Vivobook-16-R7-5800HS-Processor%2Fdp%2FB0CC543G32%2Fref%3Dsr_1_49_sspa%3Fcrid%3D3O3RPD3IB6I8K%26dib%3DeyJ2IjoiMSJ9.hWBEok71wO77CdjluaCUL2TUAMA3ThDbQncOueJBRKjkyXHW1pSh_OCj2iYsJpYd32aGELD9paKmYmfRwlWmbQL4zkmT4Ye84yLzMk2Ctu_35iQiDgBpr7Xish6QEFYdNvxFAmW0bNxFXx_Y7XAUMUEITaf_XOv8Tu6WHG7Vqs7O9MGLNqVg4djLpHPK90OSv4mVmXxor_lsvXQ2Ij7KdbEnxFvDvs5P7Aaqv8-D4PlmEuC06DZ_2Z-689bh4ci9lEeD2iZCgdA39BPj8wkvfX03RzM6o-3XnMeZqp99pNY.ST3JVjnGTMSreEvxiNYtD4HWbx-Ss4exjEx43313qVk%26dib_tag%3Dse%26keywords%3Dasus%2Blaptop%26qid%3D1715967301%26refinements%3Dp_89%253AAsus%252Cp_n_condition-type%253A11192164011%26rnid%3D11192162011%26s%3Delectronics%26sprefix%3Dasus%2Blaptop%252Celectronics%252C104%26sr%3D1-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"ASUS Vivobook 16 16'' FHD Business Laptop, AMD R7-5800HS Processor, 64GB RAM, 2TB PCIe SSD, AMD Radeon Graphics, 720p HD Camera, Win 11, Blue, 32GB Hotface USB Card",819,ASUS,VivoBook,_16 Inches,_1920 x 1080 pixels,Ryzen 7,_3.2 GHz ryzen_7,_Integrated,_16 GB DDR4,_512 GB SSD,_Windows 11 Home,_35.86 x 24.94 x 1.98 cm; 1.87 kg,_8,_AMD
1715967434-199,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 15.6Ó FHD Touchscreen Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-Vivobook-Touchscreen-i5-1135G7-Processor/dp/B0CSFGWHHV/ref=sr_1_48?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-48&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS Vivobook 15.6Ó FHD Touchscreen Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card",829,ASUS,VivoBook,_15.6 Inches,_1920 x 1080 pixel,Core i5,_2.4 GHz core_i5,_Integrated,_20 GB DDR4,_1 TB SSD,_Windows 11 Pro,_48.4 x 29.1 x 6.4 cm; 1.8 kg,_4,_Intel
1715967438-200,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF A17 17.3"" 144Hz FHD Gaming Laptop, AMD Ryzen 5 4600H, NVIDIA GeForce GTX 1650, 16GB RAM, 512GB PCIe SSD, RGB Backlit Keyboard, Windows 11, Bonfire Black, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-TUF-GeForce-Backlit-Keyboard/dp/B0CC1CFK94/ref=sr_1_47?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-47&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS TUF A17 17.3"" 144Hz FHD Gaming Laptop, AMD Ryzen 5 4600H, NVIDIA GeForce GTX 1650, 16GB RAM, 512GB PCIe SSD, RGB Backlit Keyboard, Windows 11, Bonfire Black, 32GB Hotface USB Card","1,349.00",ASUS,TUF,_17.3 Inches,_1920 x 1080 pixels,Ryzen 5 4600H,_3 GHz ryzen_5_4600h,_Dedicated,_16 GB DDR4,_512 GB SSD,_Windows 11 Home,_49 x 33 x 10 cm; 3.99 kg,_6,_AMD
1715967442-201,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook 14 X415 Thin and Light Laptop, 14Ó FHD Display, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Windows 11 Home in S mode, X415EA-TS31-CB",https://www.amazon.ca/VivoBook-i3-1115G4-Processor-Graphics-X415EA-TS31-CB/dp/B0B4F5MFCS/ref=sr_1_46?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-46&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS VivoBook 14 X415 Thin and Light Laptop, 14Ó FHD Display, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 8GB DDR4 RAM, 256GB PCIe SSD, Windows 11 Home in S mode, X415EA-TS31-CB",599,Asus,ASUS VivoBook 14 X415 Thin and Light Laptop,_14 Inches,_1920x1080,None,_3 GHz none,_Integrated,_8 GB DDR4,_256 GB SSD,_Windows 11 Home,,_2,_Intel
1715967450-203,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Zephyrus G14 14"" QHD+ Laptop - AMD Ryzen 7 6800HS, 16GB RAM, 1TB SSD, Radeon RX 6800S 8GB GDDR6 Graphics, Windows 11 (with Microfiber Cloth) - GA402RK-CS74",https://www.amazon.ca/Asus-ROG-Zephyrus-G14-Laptop/dp/B0D2YD239Z/ref=sr_1_44?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-44&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"Asus ROG Zephyrus G14 14"" QHD+ Laptop - AMD Ryzen 7 6800HS, 16GB RAM, 1TB SSD, Radeon RX 6800S 8GB GDDR6 Graphics, Windows 11 (with Microfiber Cloth) - GA402RK-CS74","1,349.00",Asus,Asus ROG Zephyrus G14,_14 Inches,_2560 x 1600 pixels,AMD Ryzen 7,_3.2 GHz amd_ryzen_7,_Integrated,_16 DDR5,_1 TB SSD,_Windows 11,_43.18 x 35.56 x 7.62 cm; 2.27 kg,_8,_AMD
1715967461-206,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Strix G15 Gaming Laptop, 15.6Ó 16:9 FHD 144Hz, GeForce RTX 3050, AMD Ryzenª 7 6800HS, 8GB DDR5, 512GB PCIe SSD, Wi-Fi 6E, Windows 11 Home, G513RC-EH71",https://www.amazon.ca/ASUS-Strix-Gaming-Laptop-15-6/dp/B0CJS41WR8/ref=sr_1_41?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-41&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS ROG Strix G15 Gaming Laptop, 15.6Ó 16:9 FHD 144Hz, GeForce RTX 3050, AMD Ryzenª 7 6800HS, 8GB DDR5, 512GB PCIe SSD, Wi-Fi 6E, Windows 11 Home, G513RC-EH71","1,518.00",ASUS COMPUTER INTL,ASUS ROG Strix G15 Gaming Laptop,_15.6 Inches,_1920 x 1080 pixels,AMD Ryzen 7,_3.2 GHz amd_ryzen_7,_Dedicated,_16 GB DDR5,_512 GB SSD,_Windows 11 Home,,_8,_AMD
